year;stat;country_code;value_min;value_mean;value_median;value_max
1971;TMIN;RU;-87,22222222222223;-43,16301074904923;-34,70495702885206;56,666666666666664
1971;TMIN;SE;-89,44444444444444;-17,765704068304245;-11,666666666666666;56,666666666666664
1971;TMIN;SN;36,666666666666664;;;
1971;TMIN;SV;;;;
1971;TMIN;TG;48,888888888888886;;;
1971;TMIN;TH;4,444444444444445;;;
1971;TMIN;TR;-72,22222222222223;23,315285931724286;13,333333333333334;
1971;TMIN;TZ;;;;
1971;TMIN;US;-88,88888888888889;2,930504177135782;4,685402523683504;56,111111111111114
1971;TMIN;UY;-43,333333333333336;41,81366686705123;42,22222222222223;
1971;TMIN;VE;36,111111111111114;;;
1971;TMIN;VN;;;;
1971;TMIN;ZA;-53,888888888888886;34,92387537216004;38,298611111111114;39,44444444444444
1972;PRCP;AF;0,0;7,20314877830109;0,0;308,0
1972;PRCP;AO;0,0;16,120218579234972;0,0;620,0
1972;PRCP;AR;0,0;50,99453551912568;0,0;2550,0
1972;PRCP;AT;0,0;26,191712204007285;0,0;595,0
1972;PRCP;AU;0,0;17,2534711231635;0,0;6347,0
1972;PRCP;BA;0,0;23,04371584699453;0,0;424,0
1972;PRCP;BE;0,0;19,516393442622952;2,0;260,0
1972;PRCP;BJ;0,0;29,881967213114752;0,0;1294,0
1972;PRCP;BR;0,0;34,108174851922136;0,0;7840,0
1972;PRCP;CA;0,0;24,69472307853144;0,0;2311,0
1972;PRCP;CH;0,0;31,896174863387976;0,0;871,0
1972;PRCP;CI;0,0;42,66053413799315;0,0;1528,0
1972;PRCP;CN;0,0;19,61890702601243;0,0;2743,0
1972;PRCP;CO;0,0;52,32456244555318;0,0;2870,0
1972;PRCP;CU;0,0;19,956284153005463;0,0;950,0
1972;PRCP;CY;0,0;8,831147540983606;0,0;1210,0
1972;PRCP;DK;0,0;15,558560171175458;0,0;383,0
1972;PRCP;DZ;0,0;8,374575452660203;0,0;916,0
1972;PRCP;EC;0,0;81,94860403177665;9,0;1108,0
1972;PRCP;EE;0,0;16,25749096608161;0,0;696,0
1972;PRCP;ES;0,0;21,680631411203937;0,0;1306,0
1972;PRCP;FI;0,0;14,977781620432372;0,0;1163,0
1972;PRCP;FR;-30866,0;26,948818967036843;0,0;17200,0
1972;PRCP;GB;0,0;23,064090554254488;1,75;753,0
1972;PRCP;GR;0,0;19,77673692427791;0,0;1095,0
1972;PRCP;GT;0,0;56,8558743169399;1,5;1524,0
1972;PRCP;HR;0,0;33,05044136191677;0,0;1338,0
1972;PRCP;HU;0,0;17,744808743169397;0,0;974,0
1972;PRCP;IE;0,0;28,36346128451415;5,75;510,0
1972;PRCP;IM;0,0;21,74590163934426;1,0;282,0
1972;PRCP;IR;0,0;12,162637362637362;0,0;595,0
1972;PRCP;IS;0,0;38,47267759562842;6,5;1338,0
1972;PRCP;IT;0,0;26,470950885608552;0,0;1326,0
1972;PRCP;JP;0,0;56,60053122397229;0,0;4085,0
1972;PRCP;KE;0,0;19,255737704918033;0,0;1666,0
1972;PRCP;LU;0,0;19,601589667163438;0,0;571,0
1972;PRCP;LV;0,0;17,54816873403575;0,0;1161,0
1972;PRCP;MR;0,0;1,7256845777102956;0,0;451,0
1972;PRCP;MX;0,0;26,82098236337947;0,0;4999,0
1972;PRCP;MY;0,0;8,309235279408048;0,0;270,0
1972;PRCP;NA;0,0;8,778058876431396;0,0;1600,0
1972;PRCP;NL;0,0;18,09970064082285;1,0;1085,0
1972;PRCP;NO;0,0;30,89055753523432;1,0;1358,0
1972;PRCP;PH;0,0;74,31615925058547;0,0;3391,0
1972;PRCP;PL;0,0;16,256830601092897;0,0;560,0
1972;PRCP;PT;0,0;36,422716627634664;0,0;1560,0
1972;PRCP;PY;0,0;38,56023818328821;0,0;1400,0
1972;PRCP;RU;0,0;13,62970566956709;0,0;1795,0
1972;PRCP;SE;0,0;15,186578951343952;0,0;1215,0
1972;PRCP;SN;0,0;4,489754098360656;0,0;524,0
1972;PRCP;SZ;0,0;28,621682279469166;0,0;1470,0
1972;PRCP;TG;0,0;26,851071187963168;0,0;985,0
1972;PRCP;TH;0,0;41,76790466079578;0,0;1894,0
1972;PRCP;TR;0,0;57,408937182086724;20,0;1030,0
1972;PRCP;TZ;0,0;29,70019870839543;0,0;905,0
1972;PRCP;US;0,0;25,178003026327406;0,0;10160,0
1972;PRCP;UY;0,0;26,013811388763735;0,0;1280,0
1972;PRCP;VE;0,0;37,809723067760764;0,0;1538,0
1972;PRCP;ZA;0,0;14,614291315375779;0,0;2415,0
1972;TAVG;AF;;31,37978142076502;33,888888888888886;
1972;TAVG;AU;-16,666666666666668;50,8955676988464;51,73611111111111;
1972;TAVG;CN;-87,22222222222223;14,7825011994361;19,36844863731656;56,111111111111114
1972;TAVG;EE;;16,16955069823922;8,055555555555555;
1972;TAVG;ES;-24,444444444444443;53,03799115274525;47,361111111111114;
1972;TAVG;JP;-72,77777777777777;37,34120163641547;42,407407407407405;
1972;TAVG;LV;;21,221585947051928;17,22222222222222;
1972;TAVG;NO;;-32,95586527293844;-21,666666666666668;35,0
1972;TAVG;PT;30,555555555555557;;;
1972;TAVG;RU;-83,33333333333333;-22,759969221811097;-13,88888888888889;55,0
1972;TAVG;TH;;;;
1972;TAVG;VN;;;;
1972;TMAX;AF;-52,22222222222222;;;
1972;TMAX;AR;-33,333333333333336;49,084699453551906;52,77777777777778;
1972;TMAX;AT;-62,77777777777778;30,462583485124473;5,0;49,44444444444444
1972;TMAX;AU;-48,333333333333336;44,2469051340446;46,05902777777778;
1972;TMAX;BA;-47,77777777777778;;;
1972;TMAX;BE;-41,111111111111114;56,61050394656952;55,55555555555556;
1972;TMAX;BJ;;;;
1972;TMAX;BS;;;;
1972;TMAX;CA;-88,88888888888889;21,749992851579524;22,22222222222222;56,111111111111114
1972;TMAX;CH;-88,88888888888889;20,143442622950815;18,125;
1972;TMAX;CI;;;;
1972;TMAX;CN;-89,44444444444444;35,137908037249694;36,94444444444444;
1972;TMAX;CR;;;;
1972;TMAX;CU;;;;
1972;TMAX;CY;25,555555555555557;;;
1972;TMAX;DK;-57,22222222222222;44,77474195506982;47,22222222222222;
1972;TMAX;DZ;35,55555555555556;;;
1972;TMAX;EE;-46,111111111111114;35,28051001821494;24,583333333333332;
1972;TMAX;ES;-62,22222222222222;45,492562234365515;47,5;
1972;TMAX;FI;-87,77777777777777;23,10742858455191;15,0;33,888888888888886
1972;TMAX;FR;-55,55555555555556;50,404143897996356;51,19444444444444;
1972;TMAX;GB;-45,55555555555556;49,292110915570866;50,383411580594675;
1972;TMAX;GR;-35,55555555555556;;;
1972;TMAX;GT;;;;
1972;TMAX;HR;-81,11111111111111;19,904371584699454;15,555555555555555;
1972;TMAX;HU;-62,22222222222222;;;
1972;TMAX;IE;-13,333333333333334;50,105748775399334;52,77777777777778;
1972;TMAX;IM;-17,22222222222222;50,261080752884034;50,55555555555556;
1972;TMAX;IR;-84,44444444444444;;;
1972;TMAX;IS;-57,77777777777778;23,590077196634574;24,444444444444443;
1972;TMAX;IT;-70,0;18,196116656070213;14,166666666666666;
1972;TMAX;JP;-80,55555555555556;46,10124468731026;46,785714285714285;
1972;TMAX;LU;-60,0;50,595021250758954;51,666666666666664;
1972;TMAX;LV;;40,50318761384334;34,02777777777778;
1972;TMAX;MR;;;;
1972;TMAX;MX;-30,0;37,72441123286875;38,88888888888889;53,333333333333336
1972;TMAX;MY;;;;
1972;TMAX;NA;44,44444444444444;;;
1972;TMAX;NL;-55,55555555555556;51,97594737648356;53,05555555555556;
1972;TMAX;NO;-89,44444444444444;24,727729407370287;25,27777777777778;55,55555555555556
1972;TMAX;NZ;-38,888888888888886;44,22657426121383;32,22222222222222;
1972;TMAX;PH;-28,88888888888889;;;
1972;TMAX;PL;-68,88888888888889;46,41697024893746;42,5;
1972;TMAX;PT;-18,88888888888889;;;
1972;TMAX;RU;-89,44444444444444;-1,3254494925795237;4,722222222222222;56,666666666666664
1972;TMAX;SE;-85,55555555555556;29,823956043978974;29,444444444444443;51,111111111111114
1972;TMAX;SN;;;;
1972;TMAX;SV;;;;
1972;TMAX;TG;;;;
1972;TMAX;TH;;;;
1972;TMAX;TR;-86,11111111111111;54,713114754098356;;
1972;TMAX;TZ;;;;
1972;TMAX;US;-88,88888888888889;36,25526763011284;34,824659787647676;56,111111111111114
1972;TMAX;UY;24,444444444444443;;;
1972;TMAX;VE;;;;
1972;TMAX;VN;;;;
1972;TMAX;ZA;-17,77777777777778;29,81936854887674;29,444444444444443;
1972;TMIN;AF;;3,199757134183364;8,333333333333334;
1972;TMIN;AR;-77,22222222222223;29,012708098638516;28,415032679738562;38,888888888888886
1972;TMIN;AT;-85,55555555555556;-2,698846387370976;5,138888888888889;19,444444444444443
1972;TMIN;AU;-88,88888888888889;33,59381354279274;32,678124398228384;53,333333333333336
1972;TMIN;BA;-79,44444444444444;10,768063145112327;12,5;
1972;TMIN;BE;-71,66666666666667;17,653309046751673;16,666666666666668;
1972;TMIN;BJ;44,44444444444444;;;
1972;TMIN;BS;44,44444444444444;;;
1972;TMIN;CA;-88,88888888888889;-27,76997427163221;-21,11111111111111;56,111111111111114
1972;TMIN;CH;-75,55555555555556;-0,10549483910139856;6,111111111111111;42,22222222222222
1972;TMIN;CI;37,77777777777778;;;
1972;TMIN;CN;-89,44444444444444;-3,6629861098641063;0,008573388203017769;55,55555555555556
1972;TMIN;CO;-31,666666666666668;22,55464480874317;26,666666666666668;45,55555555555556
1972;TMIN;CR;;;;
1972;TMIN;CU;;;;
1972;TMIN;CY;-17,77777777777778;51,93792853229078;49,58333333333333;
1972;TMIN;DK;-78,33333333333333;13,690285367334548;11,944444444444445;
1972;TMIN;DZ;-48,333333333333336;51,23557984213723;49,44444444444444;
1972;TMIN;EE;;-3,1567243472981175;-6,111111111111111;
1972;TMIN;ES;-87,77777777777777;27,471355179562018;26,345238095238095;56,666666666666664
1972;TMIN;FI;-82,22222222222223;-18,418137426296042;-16,666666666666668;51,666666666666664
1972;TMIN;FR;-87,22222222222223;21,580181019754026;19,444444444444443;
1972;TMIN;GB;-89,44444444444444;11,509582966633804;11,11111111111111;56,666666666666664
1972;TMIN;GR;-70,0;40,21359181195247;41,635802469135804;
1972;TMIN;GT;19,444444444444443;;;
1972;TMIN;HR;-85,55555555555556;29,652048012703748;28,333333333333332;
1972;TMIN;HU;-82,22222222222223;16,41499696417729;13,88888888888889;
1972;TMIN;IE;-81,11111111111111;14,351837585767697;17,22222222222222;36,666666666666664
1972;TMIN;IM;-45,55555555555556;18,81451123254402;18,61111111111111;
1972;TMIN;IR;-78,88888888888889;13,877674365734848;19,72222222222222;
1972;TMIN;IS;-81,11111111111111;-1,895437592158903;0,5555555555555556;56,111111111111114
1972;TMIN;IT;-55,0;25,858128390101626;34,44444444444444;
1972;TMIN;JP;-88,33333333333333;31,95016559663053;31,393229166666668;
1972;TMIN;LU;;5,050091074681238;4,166666666666667;
1972;TMIN;LV;;3,7758044930176085;2,2222222222222223;
1972;TMIN;MR;12,222222222222221;;56,111111111111114;
1972;TMIN;MX;-88,88888888888889;31,36630263658835;32,59156990465402;56,111111111111114
1972;TMIN;MY;;;;
1972;TMIN;NA;-17,77777777777778;56,47237401335763;;
1972;TMIN;NL;-88,88888888888889;11,48719158891303;8,61111111111111;
1972;TMIN;NO;-81,11111111111111;-8,34001892623758;-5,0;56,666666666666664
1972;TMIN;NZ;-70,0;19,421344920197605;24,444444444444443;43,888888888888886
1972;TMIN;PH;-28,88888888888889;;;
1972;TMIN;PL;;4,761687917425622;4,583333333333333;
1972;TMIN;PT;-81,11111111111111;35,732645213519525;34,02777777777778;
1972;TMIN;RU;-87,22222222222223;-37,670371252424765;-29,64896214896215;56,111111111111114
1972;TMIN;SE;-89,44444444444444;-12,649292664310536;-9,444444444444445;56,666666666666664
1972;TMIN;SN;39,44444444444444;;;
1972;TMIN;SV;;;;
1972;TMIN;TG;53,333333333333336;;;
1972;TMIN;TH;13,88888888888889;;;
1972;TMIN;TR;-72,22222222222223;24,15907710989678;28,88888888888889;
1972;TMIN;TZ;;;;
1972;TMIN;US;-88,88888888888889;2,514446708290523;4,641657389504111;56,111111111111114
1972;TMIN;UY;-36,666666666666664;46,63457797613006;45,55555555555556;
1972;TMIN;VE;-2,7777777777777777;;;
1972;TMIN;VN;;;;
1972;TMIN;ZA;-59,44444444444444;36,450496607817406;37,182539682539684;36,111111111111114
1973;PRCP;AF;0,0;7,83556732675004;0,0;458,0
1973;PRCP;AO;0,0;17,52961359666468;0,0;361,0
1973;PRCP;AR;0,0;17,08941142104727;0,0;4001,0
1973;PRCP;AT;0,0;27,90287031761474;0,0;1011,0
1973;PRCP;AU;0,0;24,505949700904246;0,0;5545,0
1973;PRCP;BA;0,0;21,997260273972604;0,0;876,0
1973;PRCP;BB;0,0;12,509615384615383;0,0;480,0
1973;PRCP;BE;0,0;19,0082191780822;2,0;265,0
1973;PRCP;BG;0,0;16,669393087487567;0,0;480,0
1973;PRCP;BJ;0,0;32,95961804877715;0,0;779,0
1973;PRCP;BO;0,0;18,069760117602737;0,0;3589,0
1973;PRCP;BR;0,0;35,66132266744541;0,0;4930,0
1973;PRCP;BS;0,0;2,272727272727273;0,0;79,0
1973;PRCP;BZ;0,0;4,0;0,0;20,0
1973;PRCP;CA;0,0;24,400864387000617;0,0;1935,0
1973;PRCP;CD;0,0;27,072727272727274;0,0;249,0
1973;PRCP;CH;0,0;34,75616438356165;0,0;971,0
1973;PRCP;CI;0,0;52,37201997099659;0,0;3200,0
1973;PRCP;CL;0,0;75,3045800183977;0,0;3119,0
1973;PRCP;CM;0,0;51,28509399146581;0,0;701,0
1973;PRCP;CN;0,0;25,20874182202653;0,0;3830,0
1973;PRCP;CO;0,0;44,78192702803354;0,0;2560,0
1973;PRCP;CR;0,0;23,95652173913044;0,0;340,0
1973;PRCP;CU;0,0;83,48140900195695;99,0;930,0
1973;PRCP;CV;0,0;3,2685711673446094;0,0;1999,0
1973;PRCP;CY;0,0;8,90027397260274;0,0;753,0
1973;PRCP;DK;0,0;16,312229902392026;0,0;409,0
1973;PRCP;DO;0,0;167,04985337243403;44,5;3599,0
1973;PRCP;DZ;0,0;9,858454389795497;0,0;1243,0
1973;PRCP;EC;0,0;72,99885530231242;3,0;1690,0
1973;PRCP;EE;0,0;16,89881119618459;0,0;778,0
1973;PRCP;ES;-6,0;14,318662347586026;0,0;1165,0
1973;PRCP;FI;0,0;14,766824688599819;1,0;1180,0
1973;PRCP;FR;0,0;21,5245445333707;0,0;7170,0
1973;PRCP;GB;0,0;20,85417559981956;0,0;2703,0
1973;PRCP;GH;0,0;38,28574389220105;0,0;3299,0
1973;PRCP;GI;0,0;20,141993957703928;0,0;1801,0
1973;PRCP;GR;0,0;18,4074603145407;0,0;1019,0
1973;PRCP;GT;0,0;76,86232876712329;0,0;1623,0
1973;PRCP;GW;0,0;52,359000201572265;0,0;551,0
1973;PRCP;GY;0,0;486,0;32,25;3640,0
1973;PRCP;HN;0,0;356,959358974359;0,0;5001,0
1973;PRCP;HR;0,0;23,75342465753425;0,0;1036,0
1973;PRCP;HU;0,0;12,75250502552208;0,0;569,0
1973;PRCP;ID;0,0;2,7503770353129737;0,0;150,0
1973;PRCP;IE;0,0;27,094036178616122;3,0;1359,0
1973;PRCP;IM;0,0;20,671232876712327;1,0;293,0
1973;PRCP;IN;0,0;43,18851577461468;0,0;3000,0
1973;PRCP;IR;0,0;10,418548118548118;0,0;671,0
1973;PRCP;IS;0,0;30,16431833007175;5,0;678,0
1973;PRCP;IT;0,0;34,31610809323065;0,0;2581,0
1973;PRCP;JM;0,0;6,882760814249364;0,0;300,0
1973;PRCP;JP;0,0;47,750661089479145;0,0;2835,0
1973;PRCP;KE;0,0;30,882253847590384;0,0;775,0
